Player Id,Username,WPM,Games Played,Layout
118326,ninikee456,48.72,5,QWERTY
118315,cyamje75,48.73,11,QWERTY
122787,alexrr,47.84,5
134298,19ashbyw,45.65,73,QWERTY
237361,user71000,28.3,4
139797,jaluci,44.64,3
139752,user789794,44.65,1,QWERTY
139793,workinggirl,44.64,5
206770,tazzo,33.37,126,QWERTY
240949,user55469,27.68,4
196753,lanegrachina,35.0,7,QWERTY
177343,rainforest,38.14,501,QWERTY
108337,serdric,50.81,2,QWERTY
212342,ecrisco1,32.48,16,QWERTY
20176,z1dane,82.29,31
20154,ztmj96,82.31,523,QWERTY
237758,natef,28.23,1,QWERTY
237766,adijakhro,28.23,21
131240,rakkakaa,46.21,14
131243,tkelemen,46.21,1,QWERTY
14185,zapicity,87.94,14
14178,mmemordant,87.95,4
172647,raaeelovee,38.91,4,QWERTY
189876,user66517,36.1,10,QWERTY
189866,moesasji,36.1,1481
189888,sebinba,36.1,3
19332,seul,82.97,10,QWERTY
223955,user90223,30.57,346,QWERTY
223963,unsr99,30.56,2,QWERTY
223966,essvai02,30.56,38
275618,pritam1997,20.08,40
27591,meriadec,77.14,4,DVORAK
216484,q03n4k4sh4,31.79,14
216497,user33167,31.79,1,AZERTY
216462,user53593,31.8,31,QWERTY
14588,irajames.garcia,87.51,189,QWERTY
73042,tatergirl83,59.27,4
73039,samunals,59.27,53,QWERTY
209123,user842319,32.99,23,QWERTY
142495,v.a.dominguez,44.16,2
142482,user78670,44.16,142
167820,caravagio,39.73,30
75016,virtualguru4hire,58.74,3
6265,cblanc3666,100.74,16
6264,theblackrook94,100.74,19,QWERTY
179763,godrik,37.73,2,QWERTY
270767,fernando86,21.47,6
261584,user60779,23.7,3,QWERTY
261599,estebancruz2,23.7,9
261576,user876145,23.7,7,QWERTY
261565,charlene,23.71,86,QWERTY
261593,v.arita,23.7,2,QWERTY
34494,trapcode,73.37,12,QWERTY
250340,barytonniste,25.95,23,AZERTY
126933,ineedajob,47.03,17
126941,mickiz,47.03,32
126922,angel8634,47.03,26,QWERTY
146988,btaranto,43.34,2,QWERTY
146992,meaganestabrook,43.34,6
146963,rogger28,43.34,4
143044,citra_13071994,44.06,6,QWERTY
143026,user376749,44.06,46,QWERTY
74810,qali27,58.79,1
96477,player99615,53.38,2,QWERTY
96466,patentlady2011,53.38,2
127705,jusanjim,46.88,1,QWERTY
193227,user551929,35.56,10,QWERTY
69231,user73245,60.36,4,QWERTY
268702,summer26,22.0,8,QWERTY
87344,morecats,55.57,5,QWERTY
87332,lbl_type,55.57,114
22792,hmariehod,80.37,4
